SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1652,3,3,Rural,1952,179223.09759268633
1700,3,2,Rural,2001,68423.28375348951
1554,3,3,Rural,1979,211811.67985270073
2812,3,3,Rural,2011,272586.0380320828
1818,3,1,Rural,1992,228535.90791828904
2958,3,3,Rural,1975,216716.06448895994
2580,3,2,Rural,2002,275355.6383379475
2693,3,3,Rural,1981,274488.28793467203
2004,3,1,Rural,1998,217304.48398611997
1419,3,2,Rural,2005,213825.27544263052
2820,3,1,Rural,1990,297071.12156035646
2628,3,1,Rural,2010,200926.92065664183
2935,3,3,Rural,1984,330661.0730160892
2681,3,3,Rural,2001,289744.97491650877
2053,3,2,Rural,2009,191672.38928633754
2141,3,1,Rural,2001,274760.4721349746
1420,3,1,Rural,2014,132064.9066975515
2054,3,1,Rural,2011,123569.74270201451
1442,3,1,Rural,1950,138937.56058590076
1074,3,3,Rural,1995,164116.00811031225
1447,3,2,Rural,1958,209380.3083529578
2850,3,1,Rural,1958,323192.97718283295
2892,3,3,Rural,1956,304647.7648588905
1430,3,1,Rural,2018,113543.4329073145
1108,3,1,Rural,2018,152144.48063591623
1673,3,1,Rural,1961,232381.17031196342
1898,3,1,Rural,1955,197074.8134751172
2377,3,2,Rural,2005,301143.07795586425
2163,3,2,Rural,2012,176463.11174864636
2510,3,2,Rural,1970,194798.93113060872
1694,3,2,Rural,2003,176289.55568991788
2946,3,1,Rural,1996,308601.60610278865
1714,3,3,Rural,1969,251929.10264131287
2754,3,1,Rural,1988,242996.11417015106
2749,3,3,Rural,1998,304295.29405293526
2833,3,1,Rural,2007,260332.93332701357
1018,3,2,Rural,1985,141175.59842434386
1793,3,3,Rural,1984,229481.7675763719
2699,3,1,Rural,2016,270296.91882520507
1702,3,3,Rural,1969,251972.05970888404
2558,3,1,Rural,2008,273453.9878275836
2288,3,3,Rural,1983,250536.2404728447
2381,3,1,Rural,1972,361918.4000597631
1449,3,3,Rural,2020,180873.74527816245
2693,3,2,Rural,1968,267026.18027353793
1543,3,3,Rural,1984,199217.91206439378
2507,3,2,Rural,1997,279307.3825519189
2479,3,1,Rural,1975,255021.1285573848
1659,3,2,Rural,1999,177904.75597050984
1353,3,3,Rural,1956,133042.7603315108
2017,3,1,Rural,2010,261654.24789949047
1817,3,2,Rural,1980,129731.05918715934
2948,3,2,Rural,1993,321357.551871354
2752,3,1,Rural,2013,306857.7992939031
2124,3,1,Rural,2019,276060.6731009779
1539,3,1,Rural,1967,194916.29039770455
1030,3,3,Rural,1952,80276.79909321992
2878,3,1,Rural,2000,249882.75905815867
1234,3,1,Rural,1975,83963.67831319023
2548,3,2,Rural,1967,349692.9092279408
2838,3,2,Rural,1983,403821.26730194467
2609,3,2,Rural,1971,354235.47319529275
1557,3,2,Rural,2015,206590.7065403547
1229,3,2,Rural,1950,136060.12940504524
1118,3,1,Rural,1967,128058.85961524732
2179,3,2,Rural,1995,196551.32470752354
1464,3,3,Rural,1950,235391.7187594901
2759,3,1,Rural,1997,350519.5460283995
2848,3,3,Rural,2014,258210.7548850075
2670,3,2,Rural,1988,257555.10174360248
1488,3,3,Rural,2005,181957.25644169858
1156,3,3,Rural,2002,160003.97740971387
1609,3,2,Rural,1991,195354.5068072145
2668,3,3,Rural,1951,206891.71882354273
1361,3,2,Rural,1965,249336.96656986937
2048,3,2,Rural,1951,198043.4335333159
1460,3,3,Rural,1998,83633.29463903919
1490,3,3,Rural,1978,140411.87613736338
2723,3,2,Rural,1954,267826.71254641016
2581,3,3,Rural,1992,224980.36437609475
2116,3,1,Rural,1955,209753.36314449177
2775,3,2,Rural,1994,192575.67581223475
1049,3,3,Rural,1951,177999.92365332798
1862,3,3,Rural,2010,126707.02289662254
1695,3,1,Rural,1956,269624.1131881422
2042,3,2,Rural,1992,300444.17324249004
1592,3,1,Rural,1983,233823.45785276746
2067,3,3,Rural,2011,231943.9358688604
1666,3,2,Rural,1999,259457.78757588813
1692,3,2,Rural,1992,186995.47513184845
2900,3,2,Rural,1966,347365.5675623507
2216,3,2,Rural,1992,245738.5392275401
2301,3,2,Rural,1983,320368.76260850613
2772,3,2,Rural,1966,314844.3980322435
1587,3,1,Rural,2007,255335.32363512856
1131,3,1,Rural,1986,148227.21436537796
2920,3,1,Rural,1992,277449.5012086412
2390,3,3,Rural,1976,335788.9338256099
1289,3,3,Rural,1961,136602.7635832074
1627,3,3,Rural,2001,214118.92543585371
1565,3,1,Rural,2010,173855.0010033579
2638,3,3,Rural,1997,219048.2419500571
1211,3,2,Rural,1964,240093.2667271559
2987,3,3,Rural,1983,370870.7850357833
2674,3,3,Rural,1985,358480.1805720987
1725,3,1,Rural,1957,215971.876064125
1868,3,2,Rural,1958,172089.62019399984
2446,3,3,Rural,1984,234926.68482749135
1108,3,2,Rural,1957,114510.62870138441
2874,3,1,Rural,2009,202049.99506682873
1901,3,3,Rural,1971,221745.96230623993
2855,3,2,Rural,1963,359727.4209829996
2118,3,1,Rural,1964,239396.55733759492
2399,3,3,Rural,1969,252925.44120972476
2229,3,2,Rural,1989,246512.28459670962
1374,3,1,Rural,2013,161201.1840204544
2807,3,2,Rural,1996,378397.766731713
1112,3,3,Rural,1969,194042.85291178874
1725,3,2,Rural,2004,175426.26872968362
2717,3,1,Rural,2019,330231.0759439628
2815,3,2,Rural,1962,323677.80120520276
2368,3,1,Rural,1982,190140.1896380733
1019,3,3,Rural,2011,80398.11485927238
1949,3,2,Rural,2016,126068.05455203741
2742,3,2,Rural,1997,232748.5510032158
2160,3,3,Rural,2017,197441.9172271412
1261,3,1,Rural,1956,128462.01195409527
1369,3,1,Rural,1961,197782.05484738597
2271,3,1,Rural,1997,266465.8548038746
1859,3,3,Rural,2001,292622.4002294747
1298,3,3,Rural,2009,113438.20097249279
2184,3,1,Rural,2007,198915.69189792871
1832,3,3,Rural,2009,195377.92479380558
1493,3,2,Rural,1975,237925.66282632103
1548,3,2,Rural,2001,203150.2051228395
2593,3,3,Rural,2008,308411.26021916023
2721,3,3,Rural,1985,257753.40208619423
2228,3,1,Rural,1983,207893.41607181102
1255,3,2,Rural,2002,99999.61900300233
2007,3,2,Rural,2005,283610.3115664113
1241,3,1,Rural,1961,197191.905004611
1276,3,2,Rural,1968,107913.57689268803
2837,3,2,Rural,2019,331722.02103560395
2062,3,1,Rural,1975,196968.60695869313
1629,3,2,Rural,1985,167638.36901978528
1075,3,2,Rural,2001,108699.80230230965
2262,3,2,Rural,1964,204691.976671513
1494,3,1,Rural,1964,208785.51484676657
1484,3,3,Rural,2009,206629.15998412546
2532,3,1,Rural,1982,245702.72383491936
1448,3,2,Rural,2015,187703.5700834579
1192,3,1,Rural,1983,124293.68948089782
1415,3,1,Rural,1966,85669.778254932
1504,3,2,Rural,1976,209800.90026326827
1717,3,3,Rural,2013,218583.9792626548
2671,3,3,Rural,1975,260882.57540326624
1517,3,2,Rural,1953,238747.70415840758
1184,3,3,Rural,1966,166822.82456587153
1220,3,3,Rural,2018,219741.88773856324
1634,3,3,Rural,1981,123643.44337117422
2705,3,2,Rural,1967,321102.9797852437
2629,3,1,Rural,2010,345842.62131442956
1733,3,2,Rural,1993,172533.18981621278
1592,3,3,Rural,1977,110341.557067085
2392,3,1,Rural,1964,182203.49987032375
1339,3,1,Rural,1973,71326.41818729149
1457,3,3,Rural,2008,199919.29528607425
1350,3,2,Rural,2007,238142.89487838658
1919,3,2,Rural,1968,248477.73654287678
1206,3,3,Rural,2012,134717.2563851426
2465,3,1,Rural,2021,298124.68314072763
2378,3,2,Rural,2012,273121.6699215593
2876,3,3,Rural,2005,267648.5147336831
1137,3,3,Rural,1977,213339.76680860488
1018,3,2,Rural,1991,133326.79028088134
2943,3,3,Rural,1958,352089.6861034147
1650,3,3,Rural,2015,260343.2455594106
2930,3,1,Rural,2010,329800.09931959456
2087,3,1,Rural,2020,266087.0582496101
2283,3,2,Rural,1957,334359.2107013846
1720,3,2,Rural,1987,214117.30215828802
1374,3,3,Rural,1969,186833.92635707936
2245,3,3,Rural,1991,338338.95328957716
1165,3,2,Rural,1983,196596.31291594965
1972,3,1,Rural,1965,192092.2446702323
2857,3,1,Rural,1972,251556.11976785221
2257,3,2,Rural,1980,240967.011390932
1944,3,3,Rural,1967,133482.83389576146
1762,3,1,Rural,1994,219681.51279206108
1583,3,1,Rural,1952,175130.93120702205
2319,3,1,Rural,2002,243207.22982471908
1636,3,3,Rural,2017,168077.73229958833
2036,3,3,Rural,2001,272871.4439826837
1100,3,2,Rural,2006,101006.07767049335
2817,3,3,Rural,1997,253364.05545046218
2246,3,3,Rural,2012,307783.9893117116
2361,3,3,Rural,1973,282583.831086116
2983,3,3,Rural,1990,335514.7176180599
2943,3,3,Rural,2010,281873.6180638611
1734,3,2,Rural,1970,241797.15558469336
2234,3,1,Rural,1986,216452.02447696493
1911,3,3,Rural,1981,233810.90708791235
2095,3,1,Rural,1980,228564.70822735006
1737,3,2,Rural,2000,151141.80563201397
1421,3,3,Rural,1999,232522.2267945982
1184,3,1,Rural,1984,166531.85465985586
1386,3,3,Rural,2002,121426.72127377102
2822,3,2,Rural,1957,189464.59322112304
2302,3,3,Rural,2021,182849.07534943696
2520,3,2,Rural,1971,272541.3943031186
1935,3,3,Rural,1970,225503.99679365518
2016,3,2,Rural,1980,180845.49890245352
1071,3,2,Rural,2006,104438.16109320443
1106,3,1,Rural,2012,106344.74522179275
2394,3,1,Rural,1990,210826.19535464744
1183,3,1,Rural,1955,254965.8619053378
2142,3,1,Rural,1956,310583.66718332755
1307,3,3,Rural,1999,98780.90073220804
1815,3,2,Rural,1999,255586.77984868022
2001,3,1,Rural,2005,146488.52782890375
2136,3,1,Rural,2014,252805.3293534904
1270,3,3,Rural,2015,155047.52350922563
1350,3,1,Rural,1987,240456.66082080756
1889,3,2,Rural,1985,285572.91395596345
1191,3,3,Rural,2021,134941.3513731977
1310,3,3,Rural,1974,154119.9226636011
1584,3,3,Rural,1992,166659.91002222974
2723,3,1,Rural,1952,263044.4753250622
1843,3,2,Rural,1951,77897.96676142109
2719,3,2,Rural,1995,333199.63916432613
1673,3,1,Rural,1977,115788.00094706357
2710,3,1,Rural,1979,380553.86757945316
1365,3,2,Rural,1970,123826.60203397268
2268,3,3,Rural,1962,258049.21522818494
1981,3,3,Rural,2020,159982.00611214162
1389,3,3,Rural,1982,169288.55026184756
1145,3,3,Rural,1978,36721.24033283985
2743,3,2,Rural,2004,240920.5436255182
2001,3,2,Rural,1955,201293.8380988334
2405,3,1,Rural,2016,321874.8022319861
1349,3,1,Rural,2005,136827.26084608803
2913,3,2,Rural,2014,387898.7191819086
1725,3,1,Rural,1984,163922.60088976286
2538,3,3,Rural,2009,241594.41584275276
2070,3,1,Rural,1981,231480.83285391107
1280,3,3,Rural,1995,202712.2574713943
1367,3,1,Rural,1951,291972.252393894
1717,3,1,Rural,1975,158448.02193617442
2960,3,1,Rural,2015,244051.4676558036
2546,3,1,Rural,1996,371402.97644719144
