SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2015,4,1,Rural,1960,187143.68436892435
1852,4,1,Rural,1954,156793.64226877288
2886,4,2,Rural,1997,280071.50492796715
2588,4,3,Rural,2014,339031.5397433728
1094,4,2,Rural,2011,198666.6613698284
2326,4,3,Rural,2004,141390.5479169713
1852,4,2,Rural,1963,151088.13116539095
1434,4,2,Rural,1989,227151.09262741782
1248,4,2,Rural,1974,273099.85329381004
2358,4,2,Rural,2003,223537.99215569498
1204,4,3,Rural,2005,216805.1691265378
1042,4,2,Rural,1999,201918.86245696864
2719,4,1,Rural,2003,250253.11846122923
1092,4,3,Rural,1963,82690.01099543218
2426,4,2,Rural,1976,279755.3596462243
2028,4,2,Rural,1980,268956.6720129476
1681,4,3,Rural,1957,233796.13206302738
1345,4,2,Rural,1953,164341.102173432
1302,4,3,Rural,1960,117527.31329986567
1027,4,2,Rural,1974,190994.41719116567
1364,4,1,Rural,1970,163351.0783050178
2335,4,3,Rural,1968,305260.835044175
1362,4,1,Rural,2020,120080.05112120266
2529,4,3,Rural,2010,274377.35985674424
2654,4,1,Rural,2014,234263.2942364666
2062,4,1,Rural,1955,215906.95958132923
2497,4,3,Rural,1986,269624.0149227661
1536,4,3,Rural,1951,231199.85045298026
2603,4,2,Rural,1955,262747.1866764889
2799,4,1,Rural,2017,298891.0325010249
2343,4,3,Rural,2004,171330.51934510586
2460,4,2,Rural,2018,255506.8042751595
1242,4,2,Rural,1976,129691.64504627741
2870,4,3,Rural,1951,314993.8587969561
1645,4,1,Rural,2018,144500.26529451777
2323,4,3,Rural,1995,328992.56340750004
1325,4,3,Rural,1955,140293.84973121644
2969,4,3,Rural,1986,369632.8628236745
1587,4,1,Rural,1960,225659.3006397584
2595,4,1,Rural,2003,323948.9886241465
2714,4,3,Rural,1985,281494.4284269798
1574,4,3,Rural,1958,149579.29679018265
1664,4,2,Rural,2002,150072.77768801674
1144,4,2,Rural,1997,189146.19890980687
2006,4,1,Rural,1952,183591.66310251813
1864,4,3,Rural,1957,166514.29821092534
2141,4,1,Rural,1995,310230.40635129646
2900,4,1,Rural,2012,275815.9180208523
2671,4,3,Rural,2003,235136.2945077356
2180,4,2,Rural,1978,243654.5645658008
1754,4,1,Rural,1990,211992.81893364034
1068,4,3,Rural,2009,152613.90027836143
2157,4,2,Rural,1981,295046.37562249426
2646,4,1,Rural,2020,311377.3934234755
1355,4,1,Rural,1967,107755.08798969435
2129,4,1,Rural,1988,237640.73751636565
2052,4,1,Rural,1999,185341.73143838218
2320,4,2,Rural,1953,224537.6967389556
2854,4,1,Rural,2017,301546.2991683806
1566,4,1,Rural,1994,221489.1806227411
2454,4,3,Rural,1995,205557.87536422198
2332,4,2,Rural,1951,238263.3822584931
1201,4,3,Rural,1998,216784.02727790526
2459,4,2,Rural,1950,245500.69437094155
1116,4,2,Rural,1992,15889.76500499314
2689,4,2,Rural,1982,305738.9113377509
1936,4,1,Rural,2001,296077.5477179321
1385,4,3,Rural,1957,144371.78519137594
1474,4,3,Rural,1962,209263.41745729034
2202,4,3,Rural,2008,235142.82430524047
2879,4,3,Rural,1968,303241.55948013614
2905,4,3,Rural,1968,364014.696587952
1214,4,1,Rural,2015,180424.32636405135
2042,4,1,Rural,1968,166135.92629690468
2920,4,1,Rural,1958,321136.8012246136
1086,4,2,Rural,1980,90785.01023493859
1578,4,3,Rural,1994,200990.45457567179
2826,4,3,Rural,1955,349820.450095255
2143,4,3,Rural,1985,332085.24016656744
2696,4,2,Rural,2001,312284.284668678
1150,4,1,Rural,1960,199842.86042424518
2022,4,2,Rural,1963,198410.4224978399
1592,4,2,Rural,1953,278666.62383635977
2138,4,1,Rural,1962,153602.14046488068
1804,4,3,Rural,1993,246069.7117481939
1454,4,3,Rural,2013,172214.86251775624
2424,4,2,Rural,2018,220624.5774126603
1129,4,3,Rural,2008,114431.44092506869
2535,4,3,Rural,1974,287242.36831457814
1806,4,2,Rural,2002,288777.33298561577
1153,4,3,Rural,1966,136266.53145421267
2639,4,1,Rural,2021,254007.678932058
2826,4,2,Rural,1998,307452.8807463
1171,4,1,Rural,1970,235023.5771956077
2520,4,3,Rural,1956,368121.47663765075
1980,4,3,Rural,1994,71697.4901598574
1628,4,3,Rural,1981,181075.0930425312
1982,4,2,Rural,1987,217207.23875473495
2911,4,2,Rural,2015,311286.63603656203
2539,4,1,Rural,1957,305364.6087710595
2131,4,1,Rural,1955,186372.26687432532
2631,4,1,Rural,1963,230379.73312805186
1317,4,2,Rural,2007,178185.30303784314
1696,4,1,Rural,2009,127689.63372782015
1376,4,3,Rural,1978,184141.15260541477
1816,4,3,Rural,1997,238788.86344967753
1060,4,3,Rural,2017,165516.2772992202
2342,4,1,Rural,2000,309897.83141847805
2122,4,3,Rural,1989,328858.8642099818
2043,4,3,Rural,1996,222081.51243468394
2913,4,1,Rural,2015,347849.1353135578
2218,4,3,Rural,1987,306502.76926056494
1920,4,2,Rural,1955,264007.4546314328
2355,4,1,Rural,1968,283836.75664568745
1169,4,2,Rural,1984,165865.790272008
1114,4,1,Rural,1998,172778.19051336808
2346,4,2,Rural,1994,262140.1699215094
2591,4,3,Rural,1988,260314.72884305342
2996,4,3,Rural,1985,310757.63505849487
1215,4,2,Rural,1994,197533.89592303202
2191,4,1,Rural,1999,180879.08671120368
2594,4,2,Rural,2000,239914.06673812112
2770,4,1,Rural,1961,306093.83393497946
2693,4,1,Rural,1972,183832.99441550492
2136,4,2,Rural,2003,231716.77935360413
1359,4,3,Rural,1981,194201.14918315224
1699,4,2,Rural,2018,141200.7203777305
2040,4,2,Rural,1987,224332.82643709535
2929,4,3,Rural,1996,309771.0723230926
1021,4,1,Rural,2007,175367.0629919182
2699,4,2,Rural,1952,281500.02516321687
1459,4,2,Rural,2009,88756.00032108575
2030,4,1,Rural,1998,332073.99312938075
2308,4,1,Rural,1983,209414.60934378483
2122,4,2,Rural,1972,273816.7585455556
2512,4,1,Rural,2019,270834.53108280466
2098,4,3,Rural,2008,364290.88258191256
1792,4,3,Rural,1974,183545.50053116362
1791,4,1,Rural,1994,214792.79064904456
2562,4,3,Rural,1978,247193.56329794083
1386,4,2,Rural,1979,176171.65787091604
1959,4,1,Rural,1974,222375.78569941205
2851,4,1,Rural,2002,335302.76529862586
1454,4,1,Rural,1954,150982.49947811346
2763,4,2,Rural,2021,268000.0356551572
2016,4,1,Rural,1959,372301.3212576878
1888,4,1,Rural,1975,175117.59671057077
1241,4,3,Rural,1978,193102.18188435576
2949,4,1,Rural,1958,288448.9986374477
1870,4,2,Rural,2010,337177.2217495301
1427,4,3,Rural,1963,131338.8523140903
2895,4,1,Rural,1988,338446.13281628845
1552,4,1,Rural,1964,206432.83618929662
2723,4,1,Rural,1987,315332.8507096901
1873,4,2,Rural,2017,186791.43418199584
1661,4,3,Rural,1972,199293.4710172947
1444,4,2,Rural,2020,134511.9643791602
1092,4,3,Rural,2011,157007.18048776285
2355,4,2,Rural,2015,286501.4898829413
1515,4,2,Rural,1964,226820.97793766495
1731,4,2,Rural,2015,248259.95371779968
1419,4,1,Rural,1986,215038.4316332635
2961,4,3,Rural,1983,280322.19425747305
2269,4,1,Rural,1985,225212.07431351536
2291,4,2,Rural,1990,186664.5334727374
1525,4,3,Rural,2021,218224.0665664824
1292,4,1,Rural,1961,110732.04466589232
2975,4,3,Rural,1967,262435.2507733186
2033,4,2,Rural,2013,295488.08615752764
1512,4,2,Rural,1969,227627.54837059492
1304,4,2,Rural,1950,187510.6046489711
2780,4,1,Rural,2002,251076.6243343681
2207,4,1,Rural,1976,191793.80490800424
2451,4,2,Rural,1959,232706.30044457005
2875,4,2,Rural,2018,337495.67863754753
2969,4,2,Rural,2010,334202.1699992591
2518,4,3,Rural,1998,284990.85221437
2677,4,1,Rural,2008,321174.23786653526
2243,4,1,Rural,1988,259318.55659118277
2667,4,3,Rural,1986,243356.836662933
1850,4,1,Rural,2016,223867.5726039152
2354,4,1,Rural,1986,244576.2202654764
2664,4,1,Rural,2009,206396.14784776705
1866,4,2,Rural,1998,261400.11601833667
2817,4,2,Rural,2009,284652.0787843606
1664,4,3,Rural,2005,218455.7742955195
1042,4,1,Rural,1979,75099.32403355616
2349,4,2,Rural,1954,247178.5271425052
1406,4,1,Rural,1998,180241.40981218067
1792,4,1,Rural,2018,172927.93409984146
1050,4,3,Rural,1983,136812.8117299336
2825,4,1,Rural,1967,321469.4201347826
1372,4,3,Rural,2001,221983.79138935264
2968,4,2,Rural,1984,312344.8202609043
1089,4,2,Rural,1971,155740.5921345614
2368,4,2,Rural,1989,274778.1991690117
2131,4,1,Rural,1994,299860.50250577205
2264,4,3,Rural,1998,278394.5120425352
2806,4,3,Rural,2008,241125.0277002814
2858,4,1,Rural,2014,264489.82012050436
1458,4,3,Rural,1964,230523.3872992759
2922,4,1,Rural,2016,348293.54714416957
1148,4,1,Rural,1984,167884.2839662233
2232,4,3,Rural,1992,230141.3497796465
2465,4,3,Rural,1988,355776.1230613863
1445,4,1,Rural,2021,185532.52649169872
2035,4,2,Rural,2000,183813.67330562032
2565,4,3,Rural,1983,280858.6875694116
1834,4,1,Rural,1968,249037.33016868628
2262,4,1,Rural,1956,276113.8232146814
2485,4,2,Rural,1992,262092.66698983006
2428,4,2,Rural,1994,220874.99325776848
2811,4,3,Rural,2012,284051.5015766079
1821,4,2,Rural,1963,232581.09643138992
1482,4,1,Rural,1961,237087.84533023852
2603,4,1,Rural,1978,325865.96512234746
2823,4,3,Rural,1996,379295.39268159337
1845,4,3,Rural,2020,200298.82937026655
2681,4,1,Rural,1964,298152.83888496563
2851,4,2,Rural,1996,193188.2721011383
1344,4,2,Rural,2001,158348.63548190275
1689,4,1,Rural,2017,211762.28003646448
2352,4,3,Rural,2008,323581.53259863314
2517,4,3,Rural,1976,282028.63061970257
2508,4,3,Rural,1970,224554.062278633
1767,4,1,Rural,1989,263232.92828120635
1509,4,2,Rural,1996,237548.37793618173
1649,4,1,Rural,1983,127915.04239712184
1064,4,1,Rural,1958,129836.99918458186
1702,4,2,Rural,2008,180800.42738469175
1593,4,3,Rural,2006,203212.7313677647
2768,4,1,Rural,2005,226681.95439368754
2031,4,3,Rural,1965,256195.77575579935
1086,4,1,Rural,1981,183383.56924444425
2408,4,2,Rural,1993,353976.48382131
2458,4,1,Rural,1969,285258.9992647347
2284,4,2,Rural,1954,159292.7806765405
2573,4,2,Rural,2005,165588.58225847065
2243,4,2,Rural,1978,337379.22069824324
1369,4,3,Rural,1955,175157.0295913731
1780,4,3,Rural,1971,269155.7514360607
1487,4,2,Rural,2013,172630.7945053316
2311,4,3,Rural,1970,256710.06316340785
1942,4,2,Rural,1953,194949.57508007064
2661,4,1,Rural,1980,279168.29345796735
1533,4,1,Rural,1958,195595.7602723295
1540,4,2,Rural,1985,112637.05928918434
2053,4,3,Rural,1998,256961.11887447338
1361,4,1,Rural,1983,112370.16898819042
1233,4,2,Rural,1980,66481.78546962047
1586,4,2,Rural,1965,163736.68682821395
2847,4,1,Rural,1984,254727.03113798462
1037,4,2,Rural,1984,183274.97427076468
2080,4,1,Rural,1967,179504.11705574073
2142,4,2,Rural,2017,148585.6111646294
1515,4,3,Rural,2012,157802.86103074413
1499,4,3,Rural,1965,242685.83902848742
1914,4,2,Rural,1963,226146.12060833248
2342,4,3,Rural,2019,212892.93569571036
2169,4,2,Rural,2014,246342.4858303936
2326,4,3,Rural,1999,298666.7446623032
2848,4,1,Rural,2005,328773.3981364491
2836,4,1,Rural,1999,270068.8025367215
1136,4,3,Rural,1981,177642.9566189685
1836,4,3,Rural,1982,183705.8912673881
2097,4,3,Rural,2021,222578.89237661747
2318,4,1,Rural,1957,216461.52274968597
1930,4,1,Rural,1984,256517.7125945958
1187,4,2,Rural,1975,81644.56473533993
2566,4,3,Rural,1962,364343.35532717
1840,4,1,Rural,1955,257196.75874602172
2952,4,1,Rural,1954,377184.8120735171
2449,4,3,Rural,1977,342026.3800618481
2633,4,3,Rural,1969,368879.9522542678
2537,4,1,Rural,1966,325789.4215947931
1343,4,3,Rural,1976,131244.08012578837
2317,4,3,Rural,1984,250399.98723176055
1610,4,1,Rural,1963,161553.41832659135
1959,4,3,Rural,2006,254828.50931613642
1883,4,1,Rural,1969,183741.8112885557
1212,4,2,Rural,1987,192831.02100034076
2749,4,1,Rural,2013,226370.26913250465
2049,4,2,Rural,1965,287449.7691594933
1880,4,1,Rural,1986,214776.20734768963
2120,4,2,Rural,1997,237816.9349025666
2201,4,2,Rural,1978,248895.73225179448
2943,4,3,Rural,1997,340432.9105864145
2014,4,3,Rural,1950,124352.74406153041
1543,4,3,Rural,1980,146959.52897714765
1648,4,1,Rural,1969,178623.21501759932
2547,4,3,Rural,1966,286760.4942497297
1669,4,3,Rural,1983,182254.28860514032
2560,4,3,Rural,1977,315530.276300334
2405,4,1,Rural,1990,303638.8573759686
1226,4,2,Rural,2007,17865.523422698476
2751,4,1,Rural,2000,223904.5451236928
1985,4,1,Rural,1996,195282.8047745382
2300,4,3,Rural,1989,239475.9733164661
1545,4,2,Rural,2018,180511.86575604242
1288,4,1,Rural,1985,145150.6403221414
1482,4,1,Rural,2016,262268.4807580975
1000,4,2,Rural,1999,44328.56964607518
1854,4,3,Rural,1954,227105.7038633803
1190,4,2,Rural,2011,167062.5887162509
2325,4,2,Rural,1987,349276.7682354183
2424,4,1,Rural,1980,240166.39123297395
2787,4,1,Rural,1986,406293.7976368434
2869,4,3,Rural,1977,317302.23216797103
1269,4,1,Rural,1993,209453.77584666753
1661,4,3,Rural,1978,158775.44541670973
2967,4,1,Rural,1987,306938.1353003861
2741,4,2,Rural,1962,339074.5485201234
2096,4,2,Rural,1970,188290.6659480871
2011,4,2,Rural,1994,243026.929292411
1397,4,2,Rural,1982,145943.6948472312
1933,4,1,Rural,1984,216196.5570543844
2677,4,1,Rural,1989,347047.89112946665
1694,4,2,Rural,1973,103481.34482193846
2693,4,3,Rural,1990,311970.9077317749
1267,4,2,Rural,2011,121389.4540604599
1778,4,2,Rural,1992,148993.08226515818
2492,4,1,Rural,2003,284315.66145492817
1331,4,1,Rural,2020,146981.40990459127
2964,4,3,Rural,2005,269043.6618563149
1997,4,2,Rural,1981,262963.95370192913
1048,4,2,Rural,1995,97983.48638261708
2968,4,1,Rural,2001,251600.85424040933
2845,4,3,Rural,1999,401747.9409651109
2800,4,3,Rural,1954,332944.6379298677
2572,4,2,Rural,1956,339348.8007041799
2356,4,2,Rural,1984,269190.7292288969
2581,4,1,Rural,1988,170719.97974004867
1858,4,3,Rural,1954,225981.2264280364
2347,4,1,Rural,1994,258853.68836878828
1989,4,3,Rural,2005,254275.82248992904
2774,4,1,Rural,1977,246187.2039494384
2778,4,3,Rural,1957,322665.5161737445
1449,4,1,Rural,2016,166025.26371825868
1770,4,3,Rural,1966,267453.0329739233
1920,4,3,Rural,1958,256977.5085099613
2064,4,3,Rural,2020,273423.34735305724
1559,4,2,Rural,1995,217002.248008353
1671,4,3,Rural,2009,103320.0410372
1678,4,1,Rural,1972,174690.0674717038
2219,4,3,Rural,1981,265338.82874483254
2591,4,1,Rural,2009,292448.17660550855
1816,4,3,Rural,2005,183558.12182594644
2463,4,1,Rural,1997,268952.3994179631
1836,4,2,Rural,1988,172967.0630536051
2795,4,1,Rural,2011,236582.4447425858
1261,4,2,Rural,1958,134324.61834304198
1484,4,1,Rural,1983,152706.84756693937
2058,4,3,Rural,2001,192263.2344305772
1820,4,3,Rural,1976,222591.30506973877
1761,4,3,Rural,2016,214158.64630523795
1835,4,3,Rural,1996,191213.48976421842
1103,4,2,Rural,1972,166560.85933235515
1164,4,3,Rural,1996,226347.00964995945
2781,4,3,Rural,1961,241517.24689993093
2540,4,2,Rural,2005,260608.5027222914
1581,4,2,Rural,1967,175671.4289010316
2251,4,1,Rural,1954,337270.6122502071
1398,4,1,Rural,1951,171866.2085995957
1703,4,1,Rural,1969,105367.62916150368
1081,4,2,Rural,1989,191655.37612046776
1115,4,1,Rural,1988,91001.75417054068
2598,4,1,Rural,1968,286274.05865323835
1719,4,3,Rural,2014,239433.04955475905
2511,4,1,Rural,1970,396186.35091868124
2315,4,2,Rural,1951,311436.6131490037
2572,4,2,Rural,2009,316432.2695432006
1413,4,2,Rural,2000,122561.92902586615
2098,4,2,Rural,1963,242235.810091293
2607,4,1,Rural,2014,236200.2175330367
1082,4,1,Rural,1967,232660.5110355735
1357,4,1,Rural,1981,202068.3006619648
2769,4,3,Rural,2000,371453.4798541499
1507,4,3,Rural,1982,319431.9232138436
2238,4,3,Rural,1982,207578.18822694602
2254,4,1,Rural,1976,224645.02240821364
2336,4,3,Rural,1995,166973.44758357608
2033,4,2,Rural,1992,245323.8642052313
2489,4,3,Rural,1986,265565.8403532726
2654,4,3,Rural,2005,256877.8750948556
2106,4,2,Rural,2017,276339.10477820854
1176,4,1,Rural,2004,117462.67689974539
1690,4,1,Rural,1994,199628.22517724038
2851,4,3,Rural,2003,282794.6690062746
1978,4,1,Rural,1986,235240.19154218756
2378,4,2,Rural,1965,247220.3039704655
1209,4,3,Rural,1957,212060.69588374667
2123,4,2,Rural,2013,181444.13394852408
1775,4,2,Rural,2004,202630.69956960672
2556,4,2,Rural,1999,220946.9995098732
2336,4,1,Rural,1984,358247.1365286916
2125,4,1,Rural,1986,230571.83287394693
1397,4,3,Rural,1979,228816.9464227166
2161,4,3,Rural,1951,198248.16101620416
2716,4,2,Rural,1958,360925.8711562452
2157,4,1,Rural,1962,238269.20200707336
1032,4,3,Rural,1970,191636.31110500527
1054,4,1,Rural,2002,120847.04899004617
1518,4,1,Rural,2012,165410.32022655793
1224,4,2,Rural,1990,145308.84314194604
2237,4,3,Rural,1980,244489.62712870364
2249,4,2,Rural,2006,302032.21908271324
1411,4,3,Rural,1985,102520.05520295983
1455,4,1,Rural,2015,133845.70390895556
1158,4,2,Rural,1960,124740.112813371
1793,4,1,Rural,1968,110435.59251552446
2596,4,2,Rural,1984,233387.17430636543
2757,4,1,Rural,1976,275813.9475101509
2258,4,2,Rural,1961,272708.78229699034
1579,4,2,Rural,2004,58678.528075049384
2594,4,3,Rural,1982,336635.41309931286
2623,4,2,Rural,1959,301507.1448423264
1753,4,3,Rural,1969,178367.83327578788
2636,4,3,Rural,1994,282103.28965422424
1455,4,2,Rural,2004,125522.40976191175
1009,4,2,Rural,1958,62000.52008457552
2858,4,3,Rural,1952,332215.18370196735
2382,4,1,Rural,2019,307767.7817502471
1113,4,2,Rural,1966,110328.52444968274
2738,4,1,Rural,2019,339175.84264797374
1098,4,3,Rural,1979,173745.07516788205
1402,4,2,Rural,2003,158405.18437164542
2326,4,3,Rural,2016,258213.5782255929
1461,4,1,Rural,2014,179343.98702063964
1627,4,2,Rural,1957,176838.28501394927
1923,4,3,Rural,1979,321765.59250655747
2528,4,1,Rural,1968,332987.1090544021
2913,4,3,Rural,1980,347469.10342118476
2027,4,3,Rural,1987,203139.17325297408
2853,4,1,Rural,2009,250468.1951092587
2349,4,2,Rural,1954,200584.62468361764
2957,4,3,Rural,1990,258346.84739592928
2538,4,1,Rural,2009,225036.66710500326
2331,4,2,Rural,1976,256414.02655703743
2923,4,2,Rural,2020,289726.0519234046
1658,4,1,Rural,1993,181615.61155554396
2683,4,1,Rural,2010,290648.8669350237
1518,4,1,Rural,1955,234722.13889554102
1463,4,3,Rural,2014,165601.51216366593
2924,4,3,Rural,2009,333722.42408881604
1830,4,1,Rural,1984,237258.79899479848
2593,4,2,Rural,1985,255404.80505813143
1680,4,2,Rural,1962,195999.43699447057
2754,4,3,Rural,1992,262997.9040884299
1097,4,3,Rural,1981,-4537.41861488967
1165,4,3,Rural,1960,205429.8358758521
1668,4,1,Rural,2010,238051.25768836212
1552,4,3,Rural,1989,162643.2039464375
1147,4,2,Rural,2020,173677.03821643436
2332,4,1,Rural,2002,255097.76327303314
2091,4,2,Rural,1977,205317.29355455487
2030,4,2,Rural,1990,228107.2462786785
2096,4,1,Rural,1977,204431.6848086993
1617,4,3,Rural,1977,279279.50705445325
2150,4,3,Rural,1968,273845.3382355841
2294,4,2,Rural,1999,310564.1227010903
1060,4,1,Rural,1965,138622.8270093057
2327,4,3,Rural,1981,308899.25516294
1503,4,1,Rural,2004,234186.18665983903
1869,4,3,Rural,1961,187939.48166568583
2642,4,2,Rural,1995,286079.79442592687
2211,4,3,Rural,1953,279796.9502125467
1062,4,3,Rural,1967,139281.0831379034
2061,4,1,Rural,1987,301820.20295420184
1713,4,2,Rural,1967,232857.80896902492
2619,4,2,Rural,1971,302107.39971332444
2571,4,3,Rural,1952,226943.5772860338
1652,4,1,Rural,1987,202089.0038535599
2395,4,1,Rural,1991,222034.73987554316
1757,4,1,Rural,1991,250475.3263079843
1288,4,3,Rural,2020,140063.25603197623
1205,4,3,Rural,2001,137144.25755406014
1117,4,1,Rural,1957,163969.39980165075
1945,4,2,Rural,1969,148002.52617692004
2920,4,1,Rural,1976,327725.47363032826
2967,4,3,Rural,1967,324465.59641835326
1204,4,2,Rural,1985,159803.35096548984
2340,4,2,Rural,2005,277796.977808348
1639,4,2,Rural,2014,224942.31297071424
2230,4,2,Rural,1988,266035.8264122338
2806,4,2,Rural,1955,315154.0892583011
1715,4,3,Rural,1993,161428.2997178955
1081,4,3,Rural,1993,55943.19876535733
1904,4,2,Rural,2000,225182.8984168087
2452,4,1,Rural,1978,313076.0048523328
2853,4,2,Rural,2008,253163.3932391354
2564,4,2,Rural,1999,264861.48343832674
2925,4,3,Rural,1997,330800.1986241376
2260,4,2,Rural,1995,287286.06432158366
2230,4,3,Rural,1957,281089.53762531973
2753,4,3,Rural,2002,313822.9204730553
1922,4,1,Rural,1981,188852.12272727766
1867,4,3,Rural,1974,228309.7381924745
2609,4,3,Rural,1966,272259.910114225
2230,4,1,Rural,1958,168742.6969789737
2540,4,2,Rural,2000,318355.60596040497
2767,4,1,Rural,1963,341726.9961721154
2790,4,3,Rural,1990,350448.19380801154
1454,4,1,Rural,2012,86068.78518893637
1103,4,1,Rural,2018,22130.48727407951
1892,4,3,Rural,2007,286678.10807721113
2327,4,3,Rural,1994,224392.6390868607
1165,4,2,Rural,1955,126388.37022499769
2148,4,1,Rural,2011,224196.76664358922
1067,4,1,Rural,1966,143747.50392156604
1073,4,3,Rural,1997,133780.45267525173
2299,4,1,Rural,1966,193466.86492856557
1210,4,3,Rural,1987,201553.15157201578
2645,4,3,Rural,1969,313812.55675170786
2684,4,3,Rural,2009,302199.6796625289
1470,4,3,Rural,2015,163433.0610486746
2000,4,3,Rural,2009,286478.9550145203
1457,4,2,Rural,1961,232060.26213438247
1779,4,1,Rural,1993,123279.01264852994
1531,4,3,Rural,1958,162950.2155707674
2207,4,2,Rural,2016,242295.03419699316
1741,4,2,Rural,1984,156226.40282445564
1985,4,1,Rural,1982,233443.461322489
1925,4,2,Rural,2001,194532.39465382468
2770,4,3,Rural,2010,276604.86037244636
1975,4,2,Rural,1988,249245.68259958806
1087,4,2,Rural,1990,149788.93598506026
2825,4,3,Rural,1997,299235.152974666
2922,4,2,Rural,2011,314941.2266141766
1861,4,2,Rural,2009,212009.36110366852
1165,4,3,Rural,1990,197505.75077052112
2851,4,3,Rural,1952,250722.89960538445
2366,4,2,Rural,2019,349102.1436592494
1990,4,1,Rural,1981,322654.74414647906
1824,4,2,Rural,1961,209841.16209407497
1183,4,3,Rural,1998,191909.47634256686
2112,4,3,Rural,1950,285023.6011949533
1971,4,1,Rural,1980,222454.93990403213
2055,4,3,Rural,2016,270949.31972238433
