SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2589,2,2,Rural,1973,352650.3372044172
2035,2,2,Rural,1951,234129.68073221648
1735,2,2,Rural,1957,195768.76583076146
1971,2,1,Rural,1990,238246.37459804575
1255,2,3,Rural,1969,152644.907943359
2944,2,1,Rural,2001,270128.29476942227
2668,2,2,Rural,1982,258006.46454140887
1684,2,1,Rural,1967,97481.12166378334
2914,2,1,Rural,1956,339183.52209606726
1762,2,2,Rural,2015,173138.7930354946
1763,2,3,Rural,1990,182273.60301941962
1446,2,1,Rural,2007,204761.0039594704
2019,2,3,Rural,2013,196595.67656394897
1125,2,2,Rural,2013,105204.6553885826
2775,2,3,Rural,2020,290506.1967475472
1603,2,1,Rural,2001,179761.4360248159
2428,2,3,Rural,2020,217368.51854644026
2101,2,3,Rural,1962,236619.53780719207
1213,2,2,Rural,2004,83400.59453019578
1830,2,1,Rural,1995,219525.36727660798
1624,2,2,Rural,1986,181002.39798939376
1077,2,2,Rural,1965,132371.33429608983
1698,2,3,Rural,2010,276522.32170470257
1811,2,2,Rural,1971,202758.00355505844
1232,2,1,Rural,1955,162027.02359241215
2373,2,1,Rural,1978,339049.5567186495
1842,2,2,Rural,1987,169699.08392283635
1822,2,1,Rural,1998,250317.0277540885
2755,2,3,Rural,2011,287310.4061580721
1835,2,2,Rural,1976,337327.046213647
1224,2,2,Rural,2019,79423.9663565791
1319,2,3,Rural,1973,289406.8430368537
2573,2,2,Rural,2005,397850.34037841985
1317,2,2,Rural,1974,156225.69820085747
2979,2,1,Rural,1955,324357.79313350684
1872,2,2,Rural,1991,248496.03186603377
1797,2,2,Rural,1951,159062.0271053596
1573,2,3,Rural,1981,186844.43801430272
1088,2,2,Rural,1959,160656.6245574956
1142,2,3,Rural,1993,161527.3190280167
2985,2,3,Rural,2003,380395.7886979188
2970,2,2,Rural,1979,411419.5806336825
2669,2,3,Rural,1984,308269.09671491076
1390,2,3,Rural,1999,149880.3394191399
2692,2,3,Rural,1962,230926.29809658605
2312,2,3,Rural,1963,211128.22008074174
1156,2,1,Rural,2008,173471.0724480874
2120,2,3,Rural,1965,227705.13945582398
1195,2,2,Rural,1971,177762.60744982713
2545,2,2,Rural,2014,241398.23310669637
1046,2,2,Rural,1979,130267.42950534391
2277,2,1,Rural,1995,266227.20688298036
1345,2,3,Rural,1975,116125.70151659059
2347,2,1,Rural,2008,210435.52726392163
1126,2,2,Rural,1962,168992.38235441377
2013,2,1,Rural,2019,210469.85959541067
2024,2,1,Rural,1970,249565.90458975325
1574,2,3,Rural,1951,184214.47546204296
1639,2,3,Rural,1952,110120.31622266464
2990,2,2,Rural,1963,302196.88253060274
1284,2,2,Rural,2005,37585.65484484742
1848,2,2,Rural,1972,198300.80316419862
2086,2,1,Rural,2007,177225.0105645699
2383,2,1,Rural,1988,290390.76008358196
1031,2,1,Rural,2000,172501.4114859022
2447,2,1,Rural,1998,263757.36628301843
1113,2,2,Rural,2012,110817.16006572386
2666,2,1,Rural,1982,265787.4670798531
1777,2,2,Rural,1990,142219.26616736053
2481,2,2,Rural,1966,282410.2117794999
1758,2,3,Rural,1952,174479.81245047675
1329,2,2,Rural,2010,222302.57439348986
1804,2,2,Rural,1953,212473.87991029455
1853,2,2,Rural,2000,212615.51187463297
1520,2,1,Rural,1967,172001.8756712245
2382,2,1,Rural,2011,246597.64155023693
2301,2,1,Rural,1987,213896.43110797668
2258,2,1,Rural,2009,233658.44257589788
2176,2,1,Rural,2018,204063.03017594782
2622,2,1,Rural,1959,317055.59463233675
2897,2,3,Rural,1997,333395.50723603397
1267,2,1,Rural,1956,132627.37961123878
1820,2,2,Rural,2017,243069.2717859346
1148,2,3,Rural,1990,197925.47898080738
1010,2,3,Rural,1955,153827.03029393585
1405,2,2,Rural,1987,130853.10245068368
2335,2,3,Rural,2020,194918.57697543703
2312,2,2,Rural,1999,238713.0486712039
2530,2,2,Rural,1985,250406.12645331677
2524,2,3,Rural,1992,367441.38722263364
2040,2,3,Rural,2012,213300.06109204225
1865,2,1,Rural,2006,163862.04716283854
1338,2,3,Rural,1988,157729.39618610864
2508,2,3,Rural,1976,215747.9225924291
2223,2,3,Rural,1955,231235.58327459963
2817,2,2,Rural,2021,341401.77983918187
2805,2,1,Rural,2007,255191.25671264797
1989,2,1,Rural,2019,304463.31263736275
1401,2,1,Rural,2009,236725.7955419161
2182,2,3,Rural,1968,271442.07884743175
1758,2,1,Rural,2007,152535.258121175
2712,2,1,Rural,1960,310116.7494894508
2165,2,2,Rural,1979,259348.5217444513
1375,2,3,Rural,1957,214843.80321865733
2981,2,2,Rural,1954,395189.3898631972
1938,2,3,Rural,1983,183183.1138965336
2130,2,1,Rural,1958,284486.1540021867
1505,2,3,Rural,1952,162727.74684291263
1002,2,3,Rural,1973,68287.09275920843
2486,2,2,Rural,2013,258470.69907393612
2418,2,2,Rural,1994,256814.67096191423
1972,2,1,Rural,1970,159633.6054457838
2137,2,3,Rural,1988,236909.55690976128
2368,2,3,Rural,1951,266678.8216245938
1825,2,1,Rural,2014,171631.32689869934
1425,2,3,Rural,1960,176184.72842812064
2985,2,2,Rural,1957,237088.3951660581
2349,2,2,Rural,2014,169077.98823418305
1413,2,1,Rural,1975,107385.60512939436
2256,2,3,Rural,2012,352228.8134252577
1917,2,1,Rural,1974,226091.7465563151
1704,2,3,Rural,2003,135848.17657318912
1762,2,3,Rural,1986,243665.31967457716
1569,2,2,Rural,1998,186687.46013374245
2505,2,2,Rural,2013,269534.1997247809
1038,2,3,Rural,1996,137682.2037493376
1886,2,1,Rural,1984,258690.13347601547
1883,2,2,Rural,1951,150999.45502182035
2482,2,2,Rural,1968,163791.9096461976
2730,2,3,Rural,1992,285608.30057664635
2530,2,2,Rural,1981,233874.04156340694
2915,2,2,Rural,2010,314221.54393727705
2550,2,2,Rural,2018,247401.01169088657
2980,2,2,Rural,1988,371928.49397169915
1429,2,2,Rural,1977,99369.22282722732
2559,2,1,Rural,1971,346654.7689655657
2087,2,1,Rural,1977,255223.0525912517
1720,2,2,Rural,2004,175874.90091538784
1071,2,3,Rural,1954,134416.7693352579
2567,2,1,Rural,1959,330264.76048201387
2324,2,1,Rural,2004,295367.0500719248
1672,2,3,Rural,2014,94607.22726743668
1800,2,1,Rural,1956,138309.07170658134
1089,2,1,Rural,1963,109978.42321020832
1105,2,2,Rural,1995,113758.54783678878
1250,2,1,Rural,1987,120798.56458059202
1514,2,3,Rural,1975,233117.15854468878
2150,2,2,Rural,1984,131793.83259303053
1977,2,1,Rural,2008,229186.65689182415
2756,2,1,Rural,1988,285621.14348845044
2654,2,2,Rural,1953,181965.58133801867
2746,2,1,Rural,1957,356528.5075165135
1754,2,2,Rural,1957,122978.59228383146
1531,2,1,Rural,2017,126421.50126432706
1955,2,2,Rural,2016,206216.15065577617
1946,2,1,Rural,1956,205665.3347633077
2535,2,2,Rural,2004,288060.20648460934
1577,2,2,Rural,2008,103459.5484909478
1754,2,1,Rural,1985,230726.6427172749
1013,2,2,Rural,1978,152643.1039061331
1503,2,2,Rural,1988,213739.8068458888
1164,2,3,Rural,1976,135824.573042168
1155,2,2,Rural,1990,147641.43651570252
2390,2,1,Rural,1968,274857.3725150346
2316,2,3,Rural,2015,200779.63393885046
2834,2,2,Rural,1960,224030.1642684163
1307,2,3,Rural,1980,168508.14154015572
2437,2,2,Rural,1958,286333.11464884935
1113,2,2,Rural,2001,98327.59323755061
2168,2,1,Rural,1968,183287.72452557174
2671,2,2,Rural,1987,204274.1137137186
1986,2,3,Rural,2011,189368.61254339592
1813,2,3,Rural,1966,176340.52545497112
1970,2,3,Rural,1951,238024.92808986356
2367,2,3,Rural,2020,342694.3257104975
2624,2,3,Rural,2000,307045.34699439903
2520,2,3,Rural,2007,285799.6622989603
1841,2,3,Rural,1971,181366.85270316672
2177,2,1,Rural,2010,219665.92378287602
2014,2,3,Rural,1970,187786.1865537745
2671,2,1,Rural,1979,168741.55455074605
1588,2,1,Rural,1976,190994.40080997467
1444,2,3,Rural,2013,211016.08080995828
2708,2,3,Rural,2014,265416.45687088586
1377,2,3,Rural,1950,202481.9093997947
2603,2,3,Rural,1980,280912.17543494713
2083,2,1,Rural,2013,311910.3567083378
2249,2,1,Rural,1972,162855.15837391693
1589,2,1,Rural,1964,219030.4772109371
2577,2,1,Rural,2013,291404.28604058723
2397,2,3,Rural,2013,246270.5290420968
1553,2,1,Rural,2021,161477.84347245604
1743,2,1,Rural,1974,210500.34427039127
1072,2,3,Rural,1980,12832.94955409615
1998,2,2,Rural,1968,241124.97685185197
2861,2,1,Rural,1998,286280.9996012785
2821,2,3,Rural,1962,271411.6342943327
2835,2,1,Rural,1998,280689.1106405122
1310,2,2,Rural,1959,142398.43172791146
1656,2,2,Rural,2012,236467.10674254852
1405,2,1,Rural,2010,190279.36228163732
2827,2,1,Rural,1989,313460.6360440658
1480,2,3,Rural,2011,110451.38400009854
1360,2,3,Rural,2016,70719.58385552965
2725,2,2,Rural,1999,328977.2575722757
1947,2,2,Rural,1995,202304.1487721622
1821,2,1,Rural,2008,221151.911203649
1993,2,1,Rural,1954,277032.49808749557
2102,2,2,Rural,1981,231128.19025234255
2035,2,3,Rural,2009,275975.0651669102
2631,2,2,Rural,1987,336783.98532572103
2953,2,1,Rural,1974,208697.14673018083
2950,2,1,Rural,1959,371114.7341739869
2403,2,3,Rural,2003,301107.2443220598
1245,2,2,Rural,1995,151889.00481577546
1191,2,3,Rural,1951,163391.49398309816
1571,2,3,Rural,1961,166900.01309197373
2878,2,3,Rural,1967,312036.3603175433
1466,2,1,Rural,2006,156811.76435355778
1086,2,1,Rural,2017,127241.75599546882
1844,2,3,Rural,2011,225565.52710245288
2674,2,2,Rural,1965,411781.99481418554
2343,2,2,Rural,2007,196703.029854184
2671,2,3,Rural,1957,241037.40466045565
2791,2,2,Rural,1964,279430.367642947
2801,2,3,Rural,1977,257263.16701213998
2699,2,1,Rural,1997,312966.28029039974
1159,2,3,Rural,2010,126204.6847852399
1521,2,3,Rural,1996,190829.59385762463
2688,2,1,Rural,2018,272252.41165037523
1123,2,3,Rural,1966,94380.0978333684
2195,2,2,Rural,2018,109733.14236356138
1887,2,3,Rural,1955,235102.4377765588
2021,2,3,Rural,1964,170014.44754210045
1661,2,2,Rural,2007,164928.54798546547
2368,2,3,Rural,2017,309664.59802422224
2489,2,1,Rural,1974,240502.15986339326
1087,2,2,Rural,1983,115141.83175020722
2653,2,1,Rural,2011,192253.87528417847
1448,2,2,Rural,1958,189605.2787544329
2855,2,3,Rural,1974,217989.69036992727
2919,2,3,Rural,1999,254693.69269638602
1111,2,2,Rural,1984,91996.30686963399
2036,2,1,Rural,1995,242475.68114063586
1565,2,2,Rural,2020,185563.75780212673
2035,2,3,Rural,2004,259814.2223919809
2997,2,2,Rural,1988,230653.38480715267
2155,2,2,Rural,1956,211881.5938351421
2013,2,2,Rural,1990,266794.09846695885
1582,2,3,Rural,2010,169730.093255346
2764,2,1,Rural,2005,221608.08639426518
2211,2,1,Rural,1987,220628.47535797194
1663,2,3,Rural,2020,167679.89675973027
2019,2,1,Rural,1960,234185.08052633418
2070,2,1,Rural,1976,188867.9143807025
1601,2,1,Rural,1977,117202.97875933917
2653,2,2,Rural,1989,267891.4489911026
1637,2,3,Rural,2003,188448.87318625144
2687,2,3,Rural,2000,274204.29086898995
1617,2,1,Rural,1998,121459.53184901044
2365,2,3,Rural,1992,208800.44122196175
2871,2,2,Rural,1975,281596.9707614403
1304,2,3,Rural,1997,136575.87329612768
2938,2,2,Rural,1966,244917.9231324967
2880,2,3,Rural,1986,309750.7874198504
2702,2,3,Rural,2020,319839.2558016902
2944,2,1,Rural,1954,274809.25602942763
2783,2,1,Rural,2014,272816.99387201766
1226,2,1,Rural,1981,154917.66248283486
2967,2,3,Rural,1991,250149.0714204823
1876,2,3,Rural,2001,207864.35033409714
2543,2,3,Rural,2015,388387.6518760313
2860,2,1,Rural,1971,275568.6761008431
2249,2,3,Rural,1980,221400.0772684153
1155,2,2,Rural,2015,151469.8014612868
1895,2,2,Rural,1980,216072.91795935805
1532,2,1,Rural,1980,178255.3789844441
1218,2,3,Rural,2000,107820.14036066787
2466,2,2,Rural,1971,349892.10982554534
2530,2,1,Rural,1973,291016.71829027426
1762,2,1,Rural,2007,248401.34549241152
1942,2,1,Rural,2008,210449.72090391055
1675,2,3,Rural,1988,190902.85941378906
1264,2,3,Rural,1975,220773.33943534837
2000,2,1,Rural,1967,307553.0274936178
2731,2,1,Rural,1953,310978.37398396863
1987,2,3,Rural,1967,244869.50041706284
2799,2,2,Rural,1986,284346.1624260116
1513,2,2,Rural,1979,147245.19688377448
2645,2,2,Rural,2013,341165.4480530975
2585,2,1,Rural,1982,319018.842914858
2790,2,1,Rural,1965,338959.5020035278
2986,2,3,Rural,2021,317052.33420498006
2928,2,3,Rural,1983,323452.1164474845
2896,2,2,Rural,1968,353308.1255663044
1771,2,1,Rural,1959,128568.49590179173
1950,2,2,Rural,2014,127287.94310584689
2745,2,1,Rural,1988,275684.0461302115
2780,2,1,Rural,2017,245715.45153983746
1232,2,1,Rural,1995,183435.72849269072
1906,2,1,Rural,1969,202862.63378502865
2366,2,2,Rural,1969,254254.77956244428
2696,2,3,Rural,1950,165430.1393345847
1654,2,1,Rural,1992,183267.2618471985
1201,2,1,Rural,1999,171661.80029056384
1209,2,1,Rural,1990,225647.73953345494
2195,2,2,Rural,2013,216315.22272951083
2943,2,3,Rural,1956,394039.6354666174
2810,2,3,Rural,1963,347410.20325832936
2450,2,3,Rural,1953,277082.81733749434
2498,2,3,Rural,1983,339160.7429223588
1125,2,1,Rural,1997,195181.5427563378
1832,2,2,Rural,1992,237428.69039088662
2648,2,1,Rural,1976,319839.99288790044
2399,2,2,Rural,2000,209977.85444802477
2586,2,1,Rural,1960,196015.40257280527
1123,2,1,Rural,1976,109315.20668837833
1645,2,2,Rural,1991,237441.30969851324
1785,2,3,Rural,2018,185785.884967882
1434,2,2,Rural,1953,110473.79133903311
1272,2,2,Rural,1974,147781.0226100104
2684,2,1,Rural,2020,312011.84039168997
1475,2,2,Rural,1990,157014.2286393206
1603,2,2,Rural,1961,193898.47669651546
1336,2,1,Rural,1988,74239.92963583849
1146,2,1,Rural,2001,208399.07923315588
2724,2,1,Rural,2011,278196.82633276883
2996,2,1,Rural,1971,369236.27449314314
2403,2,1,Rural,1951,207958.8474789752
2830,2,2,Rural,2009,173254.7482229939
2589,2,3,Rural,2017,304956.68919805315
1407,2,2,Rural,2003,143653.74604184146
2614,2,1,Rural,1996,253204.53676214835
2177,2,2,Rural,2005,255524.75212447075
2682,2,2,Rural,1950,290868.06125010236
1427,2,2,Rural,1955,174720.04402546003
1611,2,2,Rural,1989,202026.19040829953
1174,2,2,Rural,2001,78487.66970578453
1234,2,2,Rural,1959,95372.94007662436
2124,2,2,Rural,1975,198645.45875249425
1928,2,1,Rural,1971,179302.17427635976
1522,2,2,Rural,1985,274480.66040902876
1792,2,1,Rural,2021,208535.14155753108
1532,2,2,Rural,1991,203960.98260324125
2875,2,2,Rural,2005,325873.5475993277
1891,2,2,Rural,1968,184775.88593518524
2478,2,3,Rural,2021,259451.9151414493
2482,2,1,Rural,1997,273868.20606917434
2772,2,3,Rural,1971,344222.0673108924
2286,2,3,Rural,1985,211455.12745122242
2461,2,2,Rural,1963,215794.27921598236
1048,2,1,Rural,1959,126964.0681240577
2673,2,3,Rural,1994,283856.4129163554
2815,2,3,Rural,1968,310624.01184503775
1867,2,2,Rural,1960,133216.97056176572
2205,2,2,Rural,1974,173173.1634302101
2401,2,2,Rural,2012,324275.4424583672
1664,2,2,Rural,1959,227111.77670101263
1372,2,3,Rural,1984,161026.10729111635
1615,2,2,Rural,2019,117726.63302418293
2963,2,2,Rural,1969,365520.8356765555
1979,2,2,Rural,1997,83132.63111504099
2823,2,1,Rural,1990,349502.420334166
2006,2,2,Rural,2000,174123.81456496002
2435,2,3,Rural,1951,297126.767410749
1215,2,1,Rural,1982,150333.06563182254
1488,2,1,Rural,1960,174971.24887339614
2776,2,3,Rural,1983,289493.3385661645
1276,2,2,Rural,1988,50271.18004324466
1452,2,1,Rural,1967,77435.12267710423
1002,2,1,Rural,1992,192662.27551569883
1445,2,2,Rural,1958,137405.8658412925
1796,2,2,Rural,1979,233237.76633160876
1618,2,3,Rural,2000,188472.19288150597
2961,2,2,Rural,1977,286380.9225280161
2899,2,2,Rural,1954,354760.3865477318
2698,2,2,Rural,2001,337175.6266253971
1273,2,3,Rural,1990,210033.63044454803
1860,2,1,Rural,1981,217895.40464173353
2878,2,2,Rural,2013,354639.24846128403
2424,2,1,Rural,1957,215749.64171642822
1353,2,1,Rural,1990,57117.799407809594
1732,2,2,Rural,1978,108449.10817954293
1326,2,3,Rural,2015,171488.99020490184
1614,2,1,Rural,2001,179974.26018988335
2303,2,1,Rural,1983,231448.9142828271
2559,2,1,Rural,1968,326811.5196368342
1488,2,1,Rural,1961,174029.13666759443
2006,2,3,Rural,1951,233943.3112297511
2441,2,3,Rural,1989,271553.8935734206
2538,2,3,Rural,1958,326465.8255949792
1064,2,3,Rural,1990,73656.82394623841
2497,2,3,Rural,1994,390082.3218801757
1863,2,3,Rural,1992,221004.83626836629
1758,2,1,Rural,1957,109452.88524352903
1882,2,3,Rural,1950,253379.33724928365
1450,2,2,Rural,1978,152539.90339452805
1594,2,1,Rural,2009,208580.35027530725
2035,2,1,Rural,1968,237173.64008976985
1568,2,2,Rural,2015,122681.23177418954
2614,2,2,Rural,1957,311217.2079395418
2549,2,1,Rural,1964,236545.03696252767
2052,2,1,Rural,1980,201257.6324539685
2988,2,3,Rural,1970,278007.5709515347
2491,2,3,Rural,1990,297829.14889012254
2826,2,1,Rural,1999,287405.309830674
1480,2,3,Rural,1992,233720.36465167365
2375,2,1,Rural,1976,296696.4611304758
2349,2,3,Rural,1999,214654.6589116585
2271,2,1,Rural,1961,285485.5765548051
1816,2,1,Rural,1969,323645.02373324684
1038,2,3,Rural,1956,167095.97149076755
1756,2,3,Rural,1952,309441.2712914792
1150,2,1,Rural,1951,110947.00827149543
2598,2,1,Rural,1993,215874.1554917079
1295,2,3,Rural,1968,137252.74615696384
1638,2,1,Rural,1993,147884.56565060854
1602,2,2,Rural,1996,249286.49023243948
2096,2,1,Rural,2013,239263.14664841408
1648,2,1,Rural,1990,55311.42336873262
1122,2,1,Rural,1998,192143.67684608517
2553,2,1,Rural,2017,279947.6352456776
1745,2,3,Rural,2003,265867.75781234086
2558,2,3,Rural,1959,243007.4025851942
1152,2,2,Rural,1997,175065.92291084936
2412,2,3,Rural,1994,260456.4657233712
1621,2,2,Rural,1960,191946.7059102002
1847,2,3,Rural,1972,252436.0367901459
1136,2,2,Rural,1991,116585.23345421605
1894,2,1,Rural,1974,162197.8776385013
1637,2,1,Rural,1970,118339.14486826383
1146,2,1,Rural,2017,173374.28996703643
2405,2,3,Rural,2002,246165.8701395436
2312,2,3,Rural,1994,207899.7359668273
2959,2,3,Rural,2016,270778.40356772835
2456,2,2,Rural,2017,235489.3410491611
2817,2,2,Rural,2020,234939.5573672507
2126,2,1,Rural,1958,213192.9948168064
2652,2,2,Rural,2017,356229.43255570316
1631,2,1,Rural,1964,161790.21929759733
2856,2,1,Rural,1993,317740.16824832093
2116,2,2,Rural,1966,320423.34217828617
1946,2,3,Rural,1967,284078.7464697583
1338,2,2,Rural,1958,107896.24625181424
1434,2,1,Rural,1997,85994.74468781515
1559,2,1,Rural,1992,237333.2770768766
1556,2,1,Rural,2021,266677.6414758577
2769,2,1,Rural,2006,204033.24358074562
1205,2,3,Rural,1994,175508.06935625
1249,2,3,Rural,2000,62076.81866041549
2391,2,3,Rural,1977,214213.52146669
2523,2,1,Rural,1991,308746.9342901135
1582,2,1,Rural,1994,175774.15993219096
1219,2,1,Rural,1996,120305.25972069513
1400,2,1,Rural,2015,115401.17453210289
1898,2,1,Rural,1979,187360.1939627946
2468,2,1,Rural,1960,347539.8965625742
2543,2,2,Rural,2016,203430.76817170304
2848,2,3,Rural,1982,230539.1841052529
1299,2,3,Rural,1975,94553.05406334047
2201,2,3,Rural,2003,220630.76072687012
1395,2,2,Rural,1975,229782.50287897166
2986,2,3,Rural,1952,374249.55931818584
1989,2,1,Rural,2018,336142.43014993996
1837,2,3,Rural,1962,172441.56173638368
2093,2,3,Rural,1958,197680.11715133575
2837,2,1,Rural,1959,250311.27216965324
1055,2,2,Rural,1982,127663.15695229785
2948,2,1,Rural,2011,382541.3752027406
2937,2,2,Rural,1978,294600.4558897527
1330,2,1,Rural,1988,153744.73252865084
1479,2,3,Rural,1994,193722.83739163456
2904,2,3,Rural,1972,333807.79246511747
1802,2,3,Rural,2017,87173.06959470059
2438,2,1,Rural,2007,242187.9724763901
1338,2,1,Rural,1978,182694.7376499557
2564,2,2,Rural,1995,323635.2746955002
1938,2,3,Rural,2003,293767.60929800256
2071,2,3,Rural,2018,190118.28178350622
2338,2,3,Rural,1979,210520.71737725
2585,2,1,Rural,2002,208821.4854541938
2781,2,3,Rural,1988,265292.8529485219
1838,2,2,Rural,1979,142654.33550158312
1429,2,1,Rural,1998,135132.32653442738
2561,2,2,Rural,1950,251873.8127257548
1875,2,3,Rural,1986,306498.13080532063
1295,2,1,Rural,1963,56246.102515650055
1627,2,2,Rural,1995,164923.25528734064
1954,2,2,Rural,1963,138802.23674239946
2096,2,1,Rural,1980,245468.81496184535
1178,2,1,Rural,1984,110355.54071961872
2230,2,2,Rural,1965,285592.24000860355
2291,2,2,Rural,2001,168684.72411027973
2546,2,3,Rural,1967,179824.143889877
1905,2,2,Rural,2020,253999.05765850216
2661,2,3,Rural,1995,323313.765818632
2930,2,2,Rural,1958,379219.3873652758
1649,2,1,Rural,2007,108632.67219226509
2879,2,1,Rural,1995,238896.59772521234
1789,2,1,Rural,1983,190712.42095419226
1452,2,1,Rural,1970,106508.79357531914
1237,2,2,Rural,2016,150845.58979749357
2378,2,1,Rural,1986,211172.18810224053
2963,2,1,Rural,1952,298439.29686644167
2105,2,1,Rural,2008,326380.19473227527
2350,2,2,Rural,1993,164840.11301290977
2612,2,2,Rural,2015,218533.6702433306
1269,2,1,Rural,1957,212110.75037594073
1052,2,3,Rural,1978,163917.5174602279
2435,2,1,Rural,2013,341512.9704186616
2791,2,2,Rural,1971,283855.63099369843
2200,2,3,Rural,1980,393599.6212790373
2580,2,1,Rural,1970,303843.628897007
2351,2,2,Rural,2020,207625.60319497105
2295,2,3,Rural,1956,238645.40595367277
2309,2,2,Rural,2020,373197.7497923511
1870,2,3,Rural,1976,228264.12091381475
1925,2,2,Rural,1990,201168.62736374285
2067,2,2,Rural,1999,281724.63968478626
2823,2,1,Rural,2007,348078.75294788176
2504,2,1,Rural,2008,254175.23953456213
1423,2,2,Rural,2008,184353.0161493066
1389,2,1,Rural,1953,176816.76633070438
1272,2,1,Rural,1955,226822.6536954688
2170,2,2,Rural,1991,229380.0680925387
1292,2,3,Rural,1960,193652.28493300366
1608,2,3,Rural,1970,129308.30289258469
2743,2,1,Rural,2001,385277.4044603428
2957,2,3,Rural,1989,452870.61898944876
1922,2,2,Rural,1972,278424.9719996649
1366,2,2,Rural,2015,105316.74956996716
2383,2,3,Rural,1955,247354.7255302592
2234,2,2,Rural,2017,262911.00711837737
2977,2,2,Rural,1966,321248.3405595739
2710,2,3,Rural,2006,290412.88656064495
1139,2,3,Rural,1982,130329.26806542739
1182,2,3,Rural,1971,154750.7632359577
1367,2,3,Rural,2010,268652.04502888536
2456,2,2,Rural,1992,241033.22357244755
1445,2,3,Rural,1969,164652.40251662457
1877,2,3,Rural,1964,173924.39759129944
2265,2,2,Rural,1972,263885.0754237674
1191,2,3,Rural,2004,138518.0873494781
1029,2,3,Rural,1984,174234.42069214737
2991,2,3,Rural,1997,322288.2554752952
1731,2,3,Rural,1974,161269.45886184054
1542,2,2,Rural,2013,269178.6226430631
1656,2,3,Rural,1963,189173.5240778396
2635,2,1,Rural,1960,267514.1928722027
2088,2,3,Rural,1998,202493.0041409548
2989,2,1,Rural,1971,256011.43504384454
2151,2,2,Rural,2011,170678.8730537469
2411,2,3,Rural,1974,331156.39067710505
2887,2,2,Rural,2002,308056.9584580674
1770,2,3,Rural,1985,215555.41173660918
1158,2,3,Rural,1983,197037.5413605849
1200,2,1,Rural,1996,43816.18276995073
2336,2,1,Rural,1961,263539.178291356
1493,2,1,Rural,1976,158599.90256078675
2029,2,1,Rural,1969,325045.2922285394
2674,2,3,Rural,1953,251498.64203202515
1978,2,1,Rural,1989,183809.2358373945
1415,2,1,Rural,2000,172126.50984210818
2216,2,3,Rural,1984,155904.81561968202
1250,2,3,Rural,1971,149365.7909525583
