model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Arteon,2018,21498.0,Semi-Auto,12688,Petrol,145,47.1,2.0
 Arteon,2018,19498.0,Semi-Auto,21194,Petrol,145,47.1,2.0
 Arteon,2019,26498.0,Manual,50,Diesel,145,52.3,2.0
 Arteon,2019,29498.0,Semi-Auto,50,Petrol,145,47.1,2.0
 Arteon,2019,32391.0,Automatic,2000,Diesel,145,50.4,2.0
 Arteon,2019,23450.0,Automatic,500,Petrol,145,40.4,1.5
 Arteon,2018,22450.0,Automatic,4350,Petrol,145,40.4,1.5
 Arteon,2018,19498.0,Semi-Auto,30823,Petrol,145,47.1,2.0
 Arteon,2018,19998.0,Semi-Auto,20810,Petrol,145,47.1,2.0
 Arteon,2018,22495.0,Semi-Auto,27715,Petrol,145,38.7,2.0
 Arteon,2020,31995.0,Semi-Auto,1558,Diesel,145,50.4,2.0
 Arteon,2019,29495.0,Automatic,8686,Diesel,145,60.1,2.0
 Arteon,2019,24995.0,Semi-Auto,4697,Diesel,145,50.4,2.0
 Arteon,2019,28995.0,Automatic,7865,Diesel,145,50.4,2.0
 Arteon,2019,29995.0,Semi-Auto,5021,Diesel,145,44.1,2.0
 Arteon,2019,28995.0,Semi-Auto,3438,Diesel,145,50.4,2.0
 Arteon,2019,31999.0,Automatic,5000,Petrol,145,47.1,2.0
 Arteon,2019,32399.0,Automatic,3000,Petrol,145,32.8,2.0
 Arteon,2019,24995.0,Semi-Auto,2269,Petrol,145,40.4,1.5
 Arteon,2019,22995.0,Semi-Auto,13005,Petrol,145,40.4,1.5
 Arteon,2019,26900.0,Automatic,2400,Diesel,145,50.4,2.0
 Arteon,2019,24985.0,Semi-Auto,5851,Diesel,145,50.4,2.0
 Arteon,2019,29999.0,Automatic,2000,Petrol,145,32.8,2.0
 Arteon,2019,24999.0,Automatic,7964,Diesel,145,50.4,2.0
 Arteon,2019,27399.0,Automatic,2536,Diesel,145,50.4,2.0
 Arteon,2017,18700.0,Semi-Auto,30874,Petrol,145,47.1,2.0
 Arteon,2017,20750.0,Semi-Auto,13764,Petrol,145,47.1,2.0
 Arteon,2019,28495.0,Semi-Auto,4820,Petrol,145,47.1,2.0
 Arteon,2020,32495.0,Semi-Auto,3000,Petrol,145,35.8,2.0
 Arteon,2019,27990.0,Semi-Auto,3111,Petrol,145,47.1,2.0
 Arteon,2019,27450.0,Semi-Auto,9500,Petrol,145,32.8,2.0
 Arteon,2019,23950.0,Semi-Auto,9301,Diesel,145,50.4,2.0
 Arteon,2020,30000.0,Semi-Auto,2000,Diesel,145,53.3,2.0
 Arteon,2017,21000.0,Semi-Auto,24853,Petrol,150,38.7,2.0
 Arteon,2019,25000.0,Semi-Auto,7525,Diesel,145,50.4,2.0
 Arteon,2020,29990.0,Semi-Auto,2555,Diesel,145,53.3,2.0
 Arteon,2019,25991.0,Automatic,5043,Petrol,145,47.1,2.0
 Arteon,2019,26886.0,Semi-Auto,9753,Diesel,145,50.4,2.0
 Arteon,2017,20431.0,Semi-Auto,18392,Diesel,150,62.8,2.0
 Arteon,2018,18498.0,Semi-Auto,31593,Diesel,150,52.3,2.0
 Arteon,2019,25000.0,Semi-Auto,8000,Diesel,145,50.4,2.0
 Arteon,2019,28990.0,Automatic,11,Petrol,145,38.7,2.0
 Arteon,2019,28990.0,Automatic,4251,Diesel,145,50.4,2.0
 Arteon,2019,27371.0,Automatic,6600,Diesel,145,50.4,2.0
 Arteon,2018,20498.0,Semi-Auto,20656,Petrol,145,47.1,2.0
 Arteon,2019,26587.0,Automatic,5257,Petrol,145,47.1,2.0
 Arteon,2019,28622.0,Semi-Auto,6601,Diesel,145,50.4,2.0
 Arteon,2019,29371.0,Semi-Auto,5800,Diesel,150,50.4,2.0
 Arteon,2019,29995.0,Semi-Auto,5000,Diesel,145,50.4,2.0
 Arteon,2018,19412.0,Semi-Auto,25724,Diesel,150,52.3,2.0
 Arteon,2019,25182.0,Semi-Auto,4926,Diesel,145,62.8,2.0
 Arteon,2019,27950.0,Automatic,3080,Petrol,145,40.4,1.5
 Arteon,2019,27981.0,Semi-Auto,10301,Petrol,145,47.1,2.0
 Arteon,2019,25897.0,Semi-Auto,6777,Petrol,145,47.1,2.0
 Arteon,2019,25990.0,Automatic,10,Petrol,145,40.4,1.5
 Arteon,2019,32450.0,Automatic,4824,Diesel,145,37.7,2.0
 Arteon,2019,24780.0,Automatic,50,Petrol,145,40.4,1.5
 Arteon,2019,24750.0,Manual,50,Diesel,145,52.3,2.0
 Arteon,2019,23676.0,Semi-Auto,10583,Petrol,145,40.4,1.5
 Arteon,2019,27491.0,Semi-Auto,6987,Petrol,145,47.1,2.0
 Arteon,2019,27991.0,Semi-Auto,3987,Diesel,145,50.4,2.0
 Arteon,2019,29156.0,Automatic,2354,Diesel,145,50.4,2.0
 Arteon,2019,27500.0,Automatic,5364,Diesel,145,50.4,2.0
 Arteon,2019,26995.0,Automatic,4250,Diesel,145,50.4,2.0
 Arteon,2019,24995.0,Semi-Auto,11000,Diesel,145,50.4,2.0
 Arteon,2019,23795.0,Semi-Auto,6183,Diesel,145,50.4,2.0
 Arteon,2019,27998.0,Manual,13,Diesel,145,52.3,2.0
 Arteon,2018,22791.0,Semi-Auto,7297,Petrol,145,47.1,2.0
 Arteon,2019,22692.0,Automatic,8988,Petrol,145,48.7,1.5
 Arteon,2020,31991.0,Semi-Auto,4688,Diesel,145,50.4,2.0
 Arteon,2019,23996.0,Manual,5922,Diesel,145,52.3,2.0
 Arteon,2019,26990.0,Automatic,11267,Diesel,145,50.4,2.0
 Arteon,2020,31500.0,Semi-Auto,3000,Diesel,145,44.1,2.0
 Arteon,2017,19795.0,Semi-Auto,20545,Petrol,145,47.1,2.0
 Arteon,2019,25640.0,Semi-Auto,7447,Diesel,145,50.4,2.0
 Arteon,2019,27998.0,Manual,41,Diesel,145,52.3,2.0
 Arteon,2019,24816.0,Manual,7900,Diesel,145,52.3,2.0
 Arteon,2020,34500.0,Semi-Auto,4000,Diesel,145,50.4,2.0
 Arteon,2019,26840.0,Semi-Auto,3806,Petrol,145,47.1,2.0
 Arteon,2019,27490.0,Semi-Auto,6198,Petrol,150,40.4,1.5
 Arteon,2019,27500.0,Automatic,2500,Diesel,145,50.4,2.0
 Arteon,2018,21811.0,Semi-Auto,21601,Diesel,145,50.4,2.0
 Arteon,2020,29750.0,Automatic,3500,Diesel,145,44.1,2.0
 Arteon,2019,24495.0,Manual,7998,Diesel,145,52.3,2.0
 Arteon,2019,21982.0,Semi-Auto,8861,Petrol,145,40.4,1.5
 Arteon,2019,28391.0,Automatic,10682,Petrol,145,47.1,2.0
 Arteon,2019,22260.0,Automatic,1966,Petrol,145,40.4,1.5
 Arteon,2019,28900.0,Automatic,5000,Petrol,145,47.1,2.0
 Arteon,2019,35750.0,Automatic,5619,Petrol,145,32.8,2.0
 Arteon,2019,25000.0,Semi-Auto,5788,Petrol,145,47.1,2.0
 Arteon,2019,29990.0,Automatic,7148,Diesel,145,50.4,2.0
 Arteon,2019,23256.0,Automatic,6837,Petrol,145,40.4,1.5
 Arteon,2018,21182.0,Semi-Auto,26156,Petrol,145,47.1,2.0
 Arteon,2019,26090.0,Semi-Auto,5101,Diesel,145,50.4,2.0
 Arteon,2019,23990.0,Manual,100,Diesel,150,52.3,2.0
 Arteon,2019,24990.0,Semi-Auto,5807,Diesel,145,44.1,2.0
 Arteon,2019,20500.0,Automatic,8503,Petrol,145,40.4,1.5
 Arteon,2019,23990.0,Manual,20,Diesel,150,52.3,2.0
 Arteon,2019,26995.0,Semi-Auto,4765,Diesel,145,50.4,2.0
 Arteon,2020,30490.0,Semi-Auto,1209,Diesel,145,50.4,2.0
 Arteon,2019,31495.0,Automatic,8695,Diesel,145,37.7,2.0
 Arteon,2018,21444.0,Semi-Auto,18563,Petrol,145,47.1,2.0
 Arteon,2019,23240.0,Semi-Auto,7891,Diesel,145,50.4,2.0
 Arteon,2019,28690.0,Semi-Auto,553,Petrol,145,47.1,2.0
 Arteon,2019,25890.0,Semi-Auto,6627,Diesel,145,50.4,2.0
 Arteon,2019,27990.0,Semi-Auto,4736,Petrol,145,32.8,2.0
 Arteon,2019,25750.0,Semi-Auto,7885,Diesel,145,50.4,2.0
 Arteon,2019,25990.0,Semi-Auto,13500,Diesel,145,44.1,2.0
 Arteon,2019,29980.0,Automatic,6786,Petrol,145,32.8,2.0
 Arteon,2019,23950.0,Manual,100,Diesel,145,52.3,2.0
 Arteon,2017,18980.0,Semi-Auto,33915,Petrol,145,47.1,2.0
 Arteon,2018,22950.0,Automatic,13769,Diesel,145,55.4,2.0
 Arteon,2019,30950.0,Automatic,10000,Diesel,145,50.4,2.0
 Arteon,2019,25990.0,Semi-Auto,11412,Diesel,145,50.4,2.0
 Arteon,2019,25165.0,Semi-Auto,9490,Petrol,145,47.1,2.0
 Arteon,2019,31000.0,Semi-Auto,1500,Petrol,145,32.8,2.0
 Arteon,2018,19990.0,Semi-Auto,32713,Petrol,145,47.1,2.0
 Arteon,2020,32990.0,Semi-Auto,5000,Diesel,145,50.4,2.0
 Arteon,2019,26490.0,Manual,5000,Diesel,145,52.3,2.0
 Arteon,2020,37500.0,Semi-Auto,2500,Diesel,145,37.7,2.0
 Arteon,2019,30000.0,Automatic,6500,Petrol,145,32.8,2.0
 Arteon,2019,26990.0,Semi-Auto,4110,Diesel,150,60.1,2.0
 Arteon,2018,22490.0,Semi-Auto,23000,Diesel,145,55.4,2.0
 Arteon,2019,27990.0,Automatic,6000,Diesel,145,60.1,2.0
 Arteon,2019,29450.0,Automatic,4596,Diesel,145,50.4,2.0
 Arteon,2019,28990.0,Automatic,6000,Diesel,145,50.4,2.0
 Arteon,2019,24491.0,Semi-Auto,5107,Diesel,150,62.8,2.0
 Arteon,2019,23650.0,Manual,11334,Diesel,145,65.7,2.0
 Arteon,2019,22536.0,Automatic,1963,Petrol,145,40.4,1.5
 Arteon,2019,27240.0,Automatic,3882,Petrol,145,47.1,2.0
 Arteon,2019,24690.0,Manual,3248,Diesel,145,52.3,2.0
 Arteon,2018,21502.0,Manual,7813,Diesel,145,65.7,2.0
 Arteon,2019,28496.0,Semi-Auto,1522,Petrol,145,47.1,2.0
 Arteon,2019,31214.0,Semi-Auto,3311,Petrol,145,32.8,2.0
 Arteon,2019,26999.0,Semi-Auto,6095,Petrol,150,47.1,2.0
 Arteon,2018,22800.0,Semi-Auto,9858,Petrol,145,47.1,2.0
 Arteon,2019,24450.0,Manual,100,Diesel,145,52.3,2.0
 Arteon,2019,33950.0,Semi-Auto,8000,Diesel,145,44.1,2.0
 Arteon,2019,27995.0,Semi-Auto,9988,Petrol,145,32.8,2.0
 Arteon,2019,28990.0,Semi-Auto,8494,Diesel,145,44.1,2.0
 Arteon,2019,27490.0,Automatic,8401,Diesel,145,60.1,2.0
 Arteon,2019,26250.0,Semi-Auto,10541,Diesel,145,50.4,2.0
 Arteon,2019,26490.0,Automatic,5907,Petrol,145,32.8,2.0
 Arteon,2019,21990.0,Semi-Auto,10500,Petrol,145,40.4,1.5
 Arteon,2017,22290.0,Semi-Auto,6502,Petrol,145,47.1,2.0
 Arteon,2019,25990.0,Semi-Auto,18000,Petrol,145,47.1,2.0
 Arteon,2020,28990.0,Semi-Auto,115,Petrol,145,47.1,2.0
 Arteon,2019,23990.0,Semi-Auto,4340,Petrol,145,40.4,1.5
 Arteon,2019,23990.0,Semi-Auto,2239,Petrol,145,40.4,1.5
 Arteon,2019,26990.0,Semi-Auto,9000,Petrol,145,47.1,2.0
 Arteon,2019,27990.0,Automatic,6000,Diesel,145,44.1,2.0
 Arteon,2019,32495.0,Automatic,2494,Diesel,145,44.1,2.0
 Arteon,2019,26995.0,Semi-Auto,2936,Diesel,145,55.4,2.0
 Arteon,2019,29995.0,Semi-Auto,7299,Diesel,145,50.4,2.0
 Arteon,2018,21550.0,Semi-Auto,24428,Petrol,145,47.1,2.0
 Arteon,2019,29995.0,Semi-Auto,6789,Diesel,145,50.4,2.0
 Arteon,2018,22025.0,Semi-Auto,24401,Petrol,145,47.1,2.0
 Arteon,2018,22175.0,Semi-Auto,26009,Petrol,145,47.1,2.0
 Arteon,2017,21550.0,Semi-Auto,23559,Petrol,145,47.1,2.0
 Arteon,2019,28995.0,Semi-Auto,7000,Petrol,145,47.1,2.0
 Arteon,2018,24995.0,Semi-Auto,4294,Diesel,145,50.4,2.0
 Arteon,2019,27995.0,Semi-Auto,3000,Petrol,145,40.4,1.5
 Arteon,2019,27499.0,Semi-Auto,10951,Petrol,150,32.8,2.0
 Arteon,2019,27111.0,Semi-Auto,5500,Diesel,145,50.4,2.0
 Arteon,2017,19995.0,Semi-Auto,23178,Petrol,145,47.1,2.0
 Arteon,2019,30990.0,Automatic,2917,Diesel,145,44.1,2.0
 Arteon,2019,32490.0,Automatic,6890,Petrol,145,32.8,2.0
 Arteon,2019,28990.0,Automatic,5114,Diesel,145,37.7,2.0
 Arteon,2019,32850.0,Automatic,4800,Petrol,145,32.8,2.0
 Arteon,2019,28750.0,Semi-Auto,6500,Petrol,150,47.1,2.0
 Arteon,2018,24500.0,Automatic,7500,Diesel,145,50.4,2.0
 Arteon,2019,29000.0,Manual,3000,Diesel,145,52.3,2.0
 Arteon,2019,25500.0,Semi-Auto,9000,Petrol,145,47.1,2.0
 Arteon,2018,21999.0,Automatic,11639,Diesel,145,60.1,2.0
 Arteon,2020,34000.0,Semi-Auto,3000,Petrol,150,32.8,2.0
 Arteon,2019,34000.0,Automatic,1000,Diesel,145,37.7,2.0
 Arteon,2019,27000.0,Semi-Auto,3000,Petrol,150,47.1,2.0
 Arteon,2019,27999.0,Automatic,3852,Diesel,145,50.4,2.0
 Arteon,2019,24800.0,Automatic,4560,Diesel,145,44.1,2.0
 Arteon,2019,24599.0,Automatic,4910,Diesel,145,44.1,2.0
 Arteon,2019,22499.0,Automatic,5419,Petrol,145,48.7,1.5
 Arteon,2018,23700.0,Automatic,9288,Diesel,145,44.1,2.0
 Arteon,2019,21999.0,Automatic,3698,Petrol,145,48.7,1.5
 Arteon,2020,25590.0,Automatic,7256,Petrol,145,47.1,2.0
 Arteon,2020,39989.0,Automatic,256,Petrol,145,47.1,2.0
 Arteon,2019,22499.0,Automatic,7273,Petrol,145,48.7,1.5
 Arteon,2019,22500.0,Automatic,1555,Petrol,145,40.4,1.5
 Arteon,2018,19899.0,Automatic,33024,Diesel,145,62.8,2.0
 Arteon,2019,22999.0,Automatic,2187,Petrol,145,48.7,1.5
 Arteon,2019,25225.0,Automatic,2411,Diesel,145,44.1,2.0
 Arteon,2019,25390.0,Manual,100,Diesel,150,52.3,2.0
 Arteon,2019,23990.0,Automatic,9000,Petrol,145,47.1,2.0
 Arteon,2019,25000.0,Automatic,80,Petrol,145,40.4,1.5
 Arteon,2017,21469.0,Automatic,32387,Petrol,150,38.7,2.0
 Arteon,2019,30000.0,Automatic,50,Petrol,145,47.1,2.0
 Arteon,2019,26999.0,Automatic,1201,Petrol,145,47.1,2.0
 Arteon,2018,22000.0,Automatic,2570,Petrol,145,40.4,1.5
 Arteon,2019,33450.0,Automatic,8092,Diesel,145,37.7,2.0
 Arteon,2019,26690.0,Automatic,9956,Petrol,145,47.1,2.0
 Arteon,2018,20990.0,Automatic,20159,Petrol,145,47.1,2.0
 Arteon,2017,19990.0,Automatic,16283,Petrol,145,47.1,2.0
 Arteon,2019,28490.0,Automatic,3712,Petrol,145,47.1,2.0
 Arteon,2019,21999.0,Automatic,6777,Petrol,145,40.4,1.5
 Arteon,2019,22760.0,Automatic,10000,Diesel,145,50.4,2.0
 Arteon,2019,23899.0,Automatic,5683,Diesel,145,55.4,2.0
 Arteon,2018,20899.0,Manual,5317,Diesel,145,61.4,2.0
 Arteon,2019,26880.0,Automatic,4867,Petrol,145,32.8,2.0
 Arteon,2019,27950.0,Automatic,1000,Petrol,145,47.1,2.0
 Arteon,2019,28000.0,Automatic,4444,Diesel,145,50.4,2.0
 Arteon,2019,24989.0,Automatic,1413,Other,150,50.4,2.0
 Arteon,2020,31450.0,Automatic,1786,Petrol,145,47.1,2.0
 Arteon,2019,24000.0,Automatic,7747,Diesel,145,50.4,2.0
 Arteon,2019,26000.0,Manual,3994,Diesel,145,52.3,2.0
 Arteon,2019,27495.0,Automatic,3500,Other,145,47.1,2.0
 Beetle,2016,13000.0,Manual,20991,Petrol,125,51.4,1.2
 Beetle,2016,12500.0,Manual,23500,Diesel,30,61.4,2.0
 Beetle,2015,10950.0,Manual,32800,Petrol,150,47.9,1.2
 Beetle,2015,10995.0,Manual,50000,Diesel,30,61.4,2.0
 Beetle,2013,7691.0,Manual,52750,Diesel,125,57.6,2.0
 Beetle,2015,10995.0,Manual,25917,Petrol,205,42.8,1.4
 Beetle,2015,8950.0,Manual,31000,Diesel,30,65.7,1.6
 Beetle,2016,10941.0,Manual,21930,Petrol,125,51.4,1.2
 Beetle,2014,7695.0,Manual,43740,Petrol,200,42.8,1.4
